season,player,position,adp_pos_rank,estimate,estimate_source,is_unprojected,band_confidence,p10,p25,p50,p75,p90,p_top12,p_top24,p_bust,powered_by,signal_status,player_id,team,is_rookie,population,value_gap
2026,Keaton Mitchell,RB,59,87.9,sleeper,False,NORMAL,-12.4,27.3,63.1,109.4,142.0,0.003,0.037,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0038454,LAC,0,volatile_rb_wr,16.0
2026,Brock Bowers,TE,1,188.0,sleeper,False,NORMAL,127.6,145.4,169.8,201.0,223.5,0.941,0.992,0.034,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0039338,LV,0,volatile_qb_te,-1.0
2026,Trey McBride,TE,2,191.4,sleeper,False,NORMAL,131.0,148.8,173.2,204.4,226.9,0.941,1.0,0.025,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0037744,ARI,0,stable_role,1.0
2026,Colston Loveland,TE,3,161.9,sleeper,False,NORMAL,101.5,119.3,143.8,174.9,197.4,0.729,0.958,0.093,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040126,CHI,0,stable_role,0.0
2026,Tyler Warren,TE,4,151.2,sleeper,False,NORMAL,90.8,108.6,133.0,164.2,186.7,0.619,0.932,0.186,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040128,IND,0,stable_role,0.0
2026,Tucker Kraft,TE,5,134.8,sleeper,False,NORMAL,74.4,92.2,116.7,147.8,170.3,0.449,0.814,0.331,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0038996,GB,0,volatile_qb_te,-3.0
2026,Harold Fannin,TE,6,148.1,sleeper,False,NORMAL,87.7,105.5,129.9,161.1,183.6,0.61,0.915,0.212,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040663,CLE,0,stable_role,1.0
2026,Kyle Pitts,TE,7,138.6,sleeper,False,NORMAL,78.2,96.0,120.4,151.6,174.1,0.508,0.831,0.28,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036970,ATL,0,stable_role,0.0
2026,George Kittle,TE,8,123.4,sleeper,False,NORMAL,63.0,80.8,105.2,136.4,158.9,0.347,0.72,0.466,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0033288,SF,0,volatile_qb_te,-6.0
2026,Sam LaPorta,TE,9,144.1,sleeper,False,NORMAL,83.7,101.5,125.9,157.1,179.6,0.568,0.89,0.246,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0039065,DET,0,volatile_qb_te,3.0
2026,Dalton Kincaid,TE,10,125.6,sleeper,False,NORMAL,65.2,83.0,107.4,138.6,161.1,0.381,0.729,0.424,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038933,BUF,0,stable_role,-1.0
2026,Oronde Gadsden,TE,11,122.1,sleeper,False,NORMAL,61.7,79.5,103.9,135.1,157.6,0.347,0.72,0.483,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040189,LAC,0,stable_role,-4.0
2026,Hunter Henry,TE,12,119.9,sleeper,False,NORMAL,59.5,77.3,101.8,132.9,155.4,0.322,0.686,0.492,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0033090,NE,0,stable_role,-5.0
2026,Dallas Goedert,TE,13,115.5,sleeper,False,NORMAL,55.1,72.9,97.3,128.5,151.0,0.314,0.619,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0034351,PHI,0,stable_role,-5.0
2026,Jake Ferguson,TE,14,124.8,sleeper,False,NORMAL,64.4,82.2,106.7,137.8,160.3,0.373,0.729,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038041,DAL,0,stable_role,2.0
2026,Mark Andrews,TE,15,127.8,sleeper,False,NORMAL,67.4,85.2,109.7,140.8,163.3,0.398,0.754,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0034753,BAL,0,stable_role,5.0
2026,Dalton Schultz,TE,16,106.0,sleeper,False,NORMAL,45.6,63.4,87.8,119.0,141.5,0.246,0.517,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0034383,HOU,0,stable_role,-6.0
2026,Juwan Johnson,TE,17,109.6,sleeper,False,NORMAL,49.2,67.0,91.4,122.6,145.1,0.263,0.585,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036040,NO,0,stable_role,-3.0
2026,Brenton Strange,TE,18,124.8,sleeper,False,NORMAL,64.4,82.2,106.7,137.8,160.3,0.373,0.729,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0038935,JAX,0,volatile_qb_te,5.0
2026,Travis Kelce,TE,19,131.5,sleeper,False,NORMAL,71.1,88.9,113.3,144.5,167.0,0.415,0.788,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0030506,KC,0,stable_role,10.0
2026,Kenyon Sadiq,TE,20,109.4,sleeper,False,NORMAL,49.0,66.8,91.2,122.4,144.9,0.263,0.585,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0041032,NYJ,1,volatile_qb_te,-1.0
2026,Isaiah Likely,TE,21,121.7,sleeper,False,NORMAL,61.3,79.1,103.6,134.7,157.2,0.347,0.703,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0037838,NYG,0,volatile_qb_te,5.0
2026,Chig Okonkwo,TE,22,95.9,sleeper,False,NORMAL,35.5,53.3,77.8,108.9,131.4,0.203,0.415,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0037809,WAS,0,volatile_qb_te,-3.0
2026,AJ Barner,TE,23,113.4,sleeper,False,NORMAL,53.0,70.8,95.2,126.4,148.9,0.28,0.61,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039793,SEA,0,stable_role,4.0
2026,T.J. Hockenson,TE,24,103.0,sleeper,False,NORMAL,42.6,60.4,84.8,116.0,138.5,0.229,0.5,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0035229,MIN,0,stable_role,1.0
2026,David Njoku,TE,25,64.2,sleeper,False,NORMAL,3.8,21.6,46.1,77.2,99.7,0.025,0.212,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0033885,LAC,0,volatile_qb_te,-4.0
2026,Colby Parkinson,TE,26,67.2,sleeper,False,NORMAL,6.8,24.6,49.1,80.2,102.7,0.034,0.22,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036244,LA,0,stable_role,-1.0
2026,Mason Taylor,TE,27,60.8,sleeper,False,NORMAL,0.4,18.2,42.6,73.8,96.3,0.017,0.203,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0040736,NYJ,0,volatile_qb_te,-5.0
2026,Eli Stowers,TE,28,65.9,sleeper,False,NORMAL,5.5,23.3,47.8,78.9,101.4,0.034,0.22,,powered by Sleeper's projections vs the draft market,signal unvalidated for volatile QB/TE; threshold tiers unvalidated,00-0041483,PHI,1,volatile_qb_te,0.0
2026,Terrance Ferguson,TE,29,63.4,sleeper,False,NORMAL,3.0,20.8,45.2,76.4,98.9,0.017,0.212,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040737,LA,0,stable_role,-1.0
2026,Theo Johnson,TE,30,61.5,sleeper,False,NORMAL,1.1,18.9,43.4,74.5,97.0,0.017,0.212,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039847,NYG,0,stable_role,-1.0
2026,Cade Otton,TE,31,100.0,sleeper,False,NORMAL,39.6,57.4,81.8,113.0,135.5,0.212,0.449,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038129,TB,0,stable_role,7.0
2026,Gunnar Helm,TE,32,94.3,sleeper,False,NORMAL,33.9,51.7,76.2,107.3,129.8,0.186,0.415,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040584,TEN,0,stable_role,6.0
2026,Ja'Marr Chase,WR,1,250.6,sleeper,False,NORMAL,149.8,186.1,218.2,253.0,285.3,0.644,0.843,0.083,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036900,CIN,0,stable_role,-1.0
2026,Puka Nacua,WR,2,259.0,sleeper,False,NORMAL,158.2,194.5,226.6,261.4,293.7,0.704,0.873,0.05,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039075,LA,0,stable_role,1.0
2026,Jaxon Smith-Njigba,WR,3,235.1,sleeper,False,NORMAL,134.3,170.6,202.7,237.5,269.8,0.528,0.738,0.108,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038543,SEA,0,stable_role,0.0
2026,Amon-Ra St. Brown,WR,4,227.5,sleeper,False,NORMAL,126.7,163.0,195.1,229.9,262.2,0.464,0.671,0.138,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036963,DET,0,stable_role,0.0
2026,CeeDee Lamb,WR,5,222.5,sleeper,False,NORMAL,121.7,158.0,190.1,224.9,257.2,0.448,0.646,0.157,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036358,DAL,0,stable_role,0.0
2026,Justin Jefferson,WR,6,202.1,sleeper,False,NORMAL,101.3,137.6,169.7,204.5,236.8,0.29,0.486,0.293,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036322,MIN,0,stable_role,0.0
2026,Drake London,WR,7,197.7,sleeper,False,NORMAL,96.9,133.2,165.3,200.1,232.4,0.249,0.459,0.331,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0037238,ATL,0,volatile_rb_wr,-2.0
2026,A.J. Brown,WR,8,195.8,sleeper,False,NORMAL,95.0,131.3,163.4,198.2,230.5,0.238,0.45,0.34,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0035676,NE,0,volatile_rb_wr,-2.0
2026,Nico Collins,WR,9,198.0,sleeper,False,NORMAL,97.2,133.5,165.6,200.4,232.7,0.251,0.459,0.329,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036554,HOU,0,stable_role,2.0
2026,Malik Nabers,WR,10,191.6,sleeper,False,NORMAL,90.8,127.1,159.2,194.0,226.3,0.215,0.42,0.367,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039337,NYG,0,volatile_rb_wr,-2.0
2026,Chris Olave,WR,11,191.8,sleeper,False,NORMAL,91.0,127.3,159.4,194.2,226.5,0.218,0.42,0.365,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0037239,NO,0,stable_role,0.0
2026,George Pickens,WR,12,197.9,sleeper,False,NORMAL,97.1,133.4,165.5,200.3,232.6,0.249,0.459,0.329,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0037247,DAL,0,stable_role,4.0
2026,Rashee Rice,WR,13,162.0,sleeper,False,NORMAL,61.2,97.5,129.6,164.4,196.7,0.088,0.207,0.586,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039067,KC,0,volatile_rb_wr,-11.0
2026,Tee Higgins,WR,14,174.6,sleeper,False,NORMAL,73.8,110.1,142.2,177.0,209.3,0.127,0.296,0.503,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036410,CIN,0,stable_role,-4.0
2026,DeVonta Smith,WR,15,179.1,sleeper,False,NORMAL,78.3,114.6,146.7,181.5,213.8,0.146,0.329,0.467,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036912,PHI,0,stable_role,0.0
2026,Tetairoa McMillan,WR,16,178.9,sleeper,False,NORMAL,78.1,114.4,146.5,181.3,213.6,0.144,0.326,0.467,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040124,CAR,0,stable_role,0.0
2026,Garrett Wilson,WR,17,188.1,sleeper,False,NORMAL,87.3,123.6,155.7,190.5,222.8,0.193,0.392,0.403,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0037740,NYJ,0,volatile_rb_wr,4.0
2026,Ladd McConkey,WR,18,171.8,sleeper,False,NORMAL,71.0,107.3,139.4,174.2,206.5,0.116,0.273,0.522,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039915,LAC,0,stable_role,-2.0
2026,Luther Burden,WR,19,166.7,sleeper,False,NORMAL,65.9,102.2,134.3,169.1,201.4,0.102,0.235,0.55,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040735,CHI,0,stable_role,-2.0
2026,Emeka Egbuka,WR,20,163.6,sleeper,False,NORMAL,62.8,99.1,131.2,166.0,198.3,0.091,0.218,0.569,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040129,TB,0,stable_role,-3.0
2026,Jaylen Waddle,WR,21,155.0,sleeper,False,NORMAL,54.2,90.5,122.6,157.4,189.7,0.064,0.169,0.641,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0036613,DEN,0,volatile_rb_wr,-9.0
2026,Mike Evans,WR,22,173.0,sleeper,False,NORMAL,72.2,108.5,140.6,175.4,207.7,0.122,0.285,0.514,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0031408,SF,0,volatile_rb_wr,3.0
2026,Rome Odunze,WR,23,156.7,sleeper,False,NORMAL,55.9,92.2,124.3,159.1,191.4,0.064,0.18,0.63,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039919,CHI,0,stable_role,-6.0
2026,Zay Flowers,WR,24,185.2,sleeper,False,NORMAL,84.4,120.7,152.8,187.6,219.9,0.18,0.367,0.423,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039064,BAL,0,stable_role,10.0
2026,Jameson Williams,WR,25,176.2,sleeper,False,NORMAL,75.4,111.7,143.8,178.6,210.9,0.133,0.307,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0037240,DET,0,stable_role,8.0
2026,Davante Adams,WR,26,157.7,sleeper,False,NORMAL,56.9,93.2,125.3,160.1,192.4,0.08,0.185,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0031381,LA,0,stable_role,-1.0
2026,Terry McLaurin,WR,27,165.6,sleeper,False,NORMAL,64.8,101.1,133.2,168.0,200.3,0.099,0.224,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0035659,WAS,0,volatile_rb_wr,5.0
2026,Carnell Tate,WR,28,154.8,sleeper,False,NORMAL,54.0,90.3,122.4,157.2,189.5,0.064,0.169,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0041438,TEN,1,volatile_rb_wr,-3.0
2026,Christian Watson,WR,29,159.9,sleeper,False,NORMAL,59.1,95.4,127.5,162.3,194.6,0.088,0.196,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0038124,GB,0,volatile_rb_wr,4.0
2026,Jordyn Tyson,WR,30,145.6,sleeper,False,NORMAL,44.8,81.1,113.2,148.0,180.3,0.047,0.127,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0041029,NO,1,volatile_rb_wr,-6.0
2026,Brian Thomas,WR,31,152.9,sleeper,False,NORMAL,52.1,88.4,120.5,155.3,187.6,0.061,0.163,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039893,JAX,0,stable_role,-1.0
2026,DJ Moore,WR,32,147.5,sleeper,False,NORMAL,46.7,83.0,115.1,149.9,182.2,0.055,0.133,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0034827,BUF,0,volatile_rb_wr,-2.0
2026,Alec Pierce,WR,33,157.0,sleeper,False,NORMAL,56.2,92.5,124.6,159.4,191.7,0.075,0.182,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0037664,IND,0,stable_role,5.0
2026,Parker Washington,WR,34,158.2,sleeper,False,NORMAL,57.4,93.7,125.8,160.6,192.9,0.08,0.191,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038606,JAX,0,stable_role,8.0
2026,Courtland Sutton,WR,35,139.5,sleeper,False,NORMAL,38.7,75.0,107.1,141.9,174.2,0.03,0.102,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0034348,DEN,0,stable_role,-5.0
2026,Marvin Harrison,WR,36,145.7,sleeper,False,NORMAL,44.9,81.2,113.3,148.1,180.4,0.05,0.127,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039849,ARI,0,volatile_rb_wr,1.0
2026,DK Metcalf,WR,37,152.3,sleeper,False,NORMAL,51.5,87.8,119.9,154.7,187.0,0.061,0.157,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0035640,PIT,0,stable_role,4.0
2026,Michael Wilson,WR,38,139.9,sleeper,False,NORMAL,39.1,75.4,107.5,142.3,174.6,0.03,0.102,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038559,ARI,0,stable_role,1.0
2026,Makai Lemon,WR,39,138.5,sleeper,False,NORMAL,37.7,74.0,106.1,140.9,173.2,0.03,0.102,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0040867,PHI,1,volatile_rb_wr,-3.0
2026,Jakobi Meyers,WR,40,137.3,sleeper,False,NORMAL,36.5,72.8,104.9,139.7,172.0,0.028,0.099,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0034960,JAX,0,volatile_rb_wr,-3.0
2026,Ricky Pearsall,WR,41,139.7,sleeper,False,NORMAL,38.9,75.2,107.3,142.1,174.4,0.03,0.102,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039916,SF,0,volatile_rb_wr,3.0
2026,Chris Godwin,WR,42,139.6,sleeper,False,NORMAL,38.8,75.1,107.2,142.0,174.3,0.03,0.102,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0033921,TB,0,volatile_rb_wr,3.0
2026,Michael Pittman,WR,43,133.5,sleeper,False,NORMAL,32.7,69.0,101.1,135.9,168.2,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0036252,PIT,0,volatile_rb_wr,-8.0
2026,Wan'Dale Robinson,WR,44,127.0,sleeper,False,NORMAL,26.2,62.5,94.6,129.4,161.7,0.017,0.064,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0038117,TEN,0,volatile_rb_wr,-11.0
2026,Quentin Johnston,WR,45,134.9,sleeper,False,NORMAL,34.1,70.4,102.5,137.3,169.6,0.022,0.091,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038544,LAC,0,stable_role,-1.0
2026,Romeo Doubs,WR,46,138.7,sleeper,False,NORMAL,37.9,74.2,106.3,141.1,173.4,0.03,0.102,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0037816,NE,0,volatile_rb_wr,5.0
2026,Jordan Addison,WR,47,134.1,sleeper,False,NORMAL,33.3,69.6,101.7,136.5,168.8,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038994,MIN,0,stable_role,-1.0
2026,Khalil Shakir,WR,48,132.0,sleeper,False,NORMAL,31.2,67.5,99.6,134.4,166.7,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0037261,BUF,0,stable_role,-6.0
2026,Travis Hunter,WR,49,83.1,sleeper,False,NORMAL,-17.7,18.6,50.7,85.5,117.8,0.003,0.011,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0040718,JAX,0,volatile_rb_wr,-15.0
2026,KC Concepcion,WR,50,122.2,sleeper,False,NORMAL,21.4,57.7,89.8,124.6,156.9,0.017,0.061,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0041547,CLE,1,volatile_rb_wr,-7.0
