player_id,season,team,team_qb_quality,team_qb_delta
00-0022084,2016,DET,1.1364831031160518,0.42624581369839687
00-0032112,2016,ARI,2.717479180831196,1.2160235865209097
00-0026182,2016,CHI,,
00-0029269,2016,LAC,1.3888316721392202,0.04865838925938237
00-0031547,2016,MIA,0.4868250433269315,-0.5442597558108813
00-0030525,2016,LA,-0.5120876229888646,-0.9758288791870725
00-0032966,2016,CLE,,
00-0031228,2016,ATL,0.910918273376971,-0.5527561609106759
00-0030821,2016,JAX,1.2663297918906868,2.8367500219586064
00-0028002,2016,GB,1.0071806757189938,-2.44664443558133
00-0028091,2016,SF,-0.846794763487291,
00-0031545,2016,CHI,,
00-0030431,2016,BUF,1.9228667684357714,
00-0032009,2016,TB,1.2120073220049479,
00-0032200,2016,GB,1.0071806757189938,-2.44664443558133
00-0032211,2016,SEA,2.898416563653484,1.0276425939608267
00-0029708,2016,TEN,0.7785808028372992,
00-0026995,2016,KC,1.0407678575592199,0.10604437882573647
00-0029632,2016,ATL,0.910918273376971,-0.5527561609106759
00-0033127,2016,HOU,0.3145021933600731,0.809108187814022
00-0031782,2016,PIT,2.236015660676339,-0.26084071934414776
00-0028237,2016,NE,2.6726894783135418,0.9006356805530773
00-0030542,2016,DAL,,
00-0029638,2016,NE,2.6726894783135418,0.9006356805530773
00-0033009,2016,CIN,2.649416761427834,2.497199894060421
00-0029640,2016,LA,-0.5120876229888646,-0.9758288791870725
00-0032688,2016,NYJ,1.5441118602468435,0.4377186471950685
00-0031051,2016,ARI,2.717479180831196,1.2160235865209097
00-0032208,2016,IND,0.8815510393399939,-1.5345892456157846
00-0031166,2016,LV,0.652902319497693,1.5000489846859941
00-0032778,2016,TEN,0.7785808028372992,
00-0032054,2016,BAL,0.6012051557836526,-0.668006790967776
00-0027265,2016,NYG,1.3746603635082009,0.12436967569193103
00-0030068,2016,BUF,1.9228667684357714,
00-0030460,2016,PIT,2.236015660676339,-0.26084071934414776
00-0032400,2016,NE,2.6726894783135418,0.9006356805530773
00-0032055,2016,CAR,3.0732010368386873,2.335575454092937
00-0023496,2016,TB,1.2120073220049479,
00-0027595,2016,JAX,1.2663297918906868,2.8367500219586064
00-0031549,2016,PHI,,
00-0032218,2016,PHI,,
00-0027996,2016,SF,-0.846794763487291,
00-0032128,2016,KC,1.0407678575592199,0.10604437882573647
00-0030300,2016,ARI,2.717479180831196,1.2160235865209097
00-0029159,2016,SEA,2.898416563653484,1.0276425939608267
00-0032841,2016,PHI,,
00-0030450,2016,SF,-0.846794763487291,
00-0032166,2016,PIT,2.236015660676339,-0.26084071934414776
00-0027918,2016,CLE,,
00-0030147,2016,TB,1.2120073220049479,
00-0030669,2016,KC,1.0407678575592199,0.10604437882573647
00-0028249,2016,ARI,2.717479180831196,1.2160235865209097
00-0026035,2016,NE,2.6726894783135418,0.9006356805530773
00-0030801,2016,NO,2.2338617941747048,0.33089776299478846
00-0030521,2016,BUF,1.9228667684357714,
00-0032795,2016,CIN,2.649416761427834,2.497199894060421
00-0029319,2016,CHI,,
00-0028497,2016,BAL,0.6012051557836526,-0.668006790967776
00-0032694,2016,NYJ,1.5441118602468435,0.4377186471950685
00-0030990,2016,TB,1.2120073220049479,
00-0032365,2016,PIT,2.236015660676339,-0.26084071934414776
00-0026983,2016,PIT,2.236015660676339,-0.26084071934414776
00-0029388,2016,CHI,,
00-0032739,2016,HOU,0.3145021933600731,0.809108187814022
00-0030290,2016,PIT,2.236015660676339,-0.26084071934414776
00-0022044,2016,TEN,0.7785808028372992,
00-0031118,2016,CAR,3.0732010368386873,2.335575454092937
00-0031189,2016,DET,1.1364831031160518,0.42624581369839687
00-0032626,2016,GB,1.0071806757189938,-2.44664443558133
00-0031570,2016,ATL,0.910918273376971,-0.5527561609106759
00-0028116,2016,ATL,0.910918273376971,-0.5527561609106759
00-0030516,2016,DAL,,
00-0031257,2016,SEA,2.898416563653484,1.0276425939608267
00-0026739,2016,DEN,,
00-0032355,2016,IND,0.8815510393399939,-1.5345892456157846
00-0026224,2016,TEN,0.7785808028372992,
00-0027691,2016,DET,1.1364831031160518,0.42624581369839687
00-0031560,2016,HOU,0.3145021933600731,0.809108187814022
00-0029129,2016,SF,-0.846794763487291,
00-0030670,2016,DEN,,
00-0031697,2016,DEN,,
00-0031025,2016,BAL,0.6012051557836526,-0.668006790967776
00-0030113,2016,MIN,0.12221558431731586,0.07375335956305941
00-0031268,2016,BUF,1.9228667684357714,
00-0033069,2016,HOU,0.3145021933600731,0.809108187814022
00-0028052,2016,TB,1.2120073220049479,
00-0032659,2016,NYG,1.3746603635082009,0.12436967569193103
00-0029572,2016,MIN,0.12221558431731586,0.07375335956305941
00-0028263,2016,LV,0.652902319497693,1.5000489846859941
00-0031854,2016,SF,-0.846794763487291,
00-0032959,2016,NYJ,1.5441118602468435,0.4377186471950685
00-0032475,2016,SEA,2.898416563653484,1.0276425939608267
00-0030737,2016,TB,1.2120073220049479,
00-0033079,2016,CLE,,
00-0029336,2016,ARI,2.717479180831196,1.2160235865209097
00-0031001,2016,GB,1.0071806757189938,-2.44664443558133
00-0027057,2016,BUF,1.9228667684357714,
00-0033111,2016,LA,-0.5120876229888646,-0.9758288791870725
00-0027654,2016,JAX,1.2663297918906868,2.8367500219586064
00-0031514,2016,IND,0.8815510393399939,-1.5345892456157846
00-0031291,2016,CIN,2.649416761427834,2.497199894060421
00-0027651,2016,LAC,1.3888316721392202,0.04865838925938237
00-0032398,2016,BAL,0.6012051557836526,-0.668006790967776
00-0032724,2016,PHI,,
00-0032881,2016,NO,2.2338617941747048,0.33089776299478846
00-0032362,2016,WAS,1.9226215567884783,1.3084228437107197
00-0033060,2016,MIA,0.4868250433269315,-0.5442597558108813
00-0031600,2016,HOU,0.3145021933600731,0.809108187814022
00-0031344,2016,DEN,,
00-0032170,2016,JAX,1.2663297918906868,2.8367500219586064
00-0032423,2016,GB,1.0071806757189938,-2.44664443558133
00-0032543,2016,CIN,2.649416761427834,2.497199894060421
00-0031934,2016,NYJ,1.5441118602468435,0.4377186471950685
00-0031060,2016,KC,1.0407678575592199,0.10604437882573647
00-0032441,2016,SF,-0.846794763487291,
00-0031757,2016,DAL,,
00-0032791,2016,MIA,0.4868250433269315,-0.5442597558108813
00-0031068,2016,WAS,1.9226215567884783,1.3084228437107197
00-0030091,2016,NYG,1.3746603635082009,0.12436967569193103
00-0032977,2016,CLE,,
00-0031684,2016,JAX,1.2663297918906868,2.8367500219586064
00-0030691,2016,LAC,1.3888316721392202,0.04865838925938237
00-0028114,2016,NYG,1.3746603635082009,0.12436967569193103
00-0032935,2016,LV,0.652902319497693,1.5000489846859941
00-0031310,2016,IND,0.8815510393399939,-1.5345892456157846
00-0031021,2016,GB,1.0071806757189938,-2.44664443558133
00-0031818,2016,LA,-0.5120876229888646,-0.9758288791870725
00-0029033,2016,LAC,1.3888316721392202,0.04865838925938237
00-0027816,2016,TEN,0.7785808028372992,
00-0033114,2016,LA,-0.5120876229888646,-0.9758288791870725
00-0032951,2016,MIN,0.12221558431731586,0.07375335956305941
00-0029394,2016,CAR,3.0732010368386873,2.335575454092937
00-0030187,2016,WAS,1.9226215567884783,1.3084228437107197
00-0032974,2016,CLE,,
00-0026293,2016,NE,2.6726894783135418,0.9006356805530773
00-0024535,2016,ATL,0.910918273376971,-0.5527561609106759
00-0030671,2016,LAC,1.3888316721392202,0.04865838925938237
00-0031953,2016,LAC,1.3888316721392202,0.04865838925938237
00-0031962,2016,CLE,,
00-0032801,2016,CHI,,
00-0033021,2016,NO,2.2338617941747048,0.33089776299478846
00-0024272,2016,BAL,0.6012051557836526,-0.668006790967776
00-0026998,2016,BUF,1.9228667684357714,
00-0027089,2016,,,
00-0028050,2016,BUF,1.9228667684357714,
00-0028702,2016,,,
00-0029415,2016,SF,-0.846794763487291,
00-0029664,2016,,,
00-0029848,2016,ATL,0.910918273376971,-0.5527561609106759
00-0030279,2016,LAC,1.3888316721392202,0.04865838925938237
00-0030856,2016,JAX,1.2663297918906868,2.8367500219586064
00-0031315,2016,,,
00-0031326,2016,,,
00-0031373,2016,,,
00-0031511,2016,,,
00-0031868,2016,CAR,3.0732010368386873,2.335575454092937
00-0031972,2016,,,
00-0032012,2016,MIN,0.12221558431731586,0.07375335956305941
00-0032064,2016,SF,-0.846794763487291,
00-0032070,2016,BUF,1.9228667684357714,
00-0032115,2016,,,
00-0032123,2016,,,
00-0032250,2016,SEA,2.898416563653484,1.0276425939608267
00-0032464,2016,DEN,,
00-0032482,2016,CHI,,
00-0032679,2016,LA,-0.5120876229888646,-0.9758288791870725
00-0032760,2016,WAS,1.9226215567884783,1.3084228437107197
00-0032775,2016,KC,1.0407678575592199,0.10604437882573647
00-0033537,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0029263,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0032950,2017,PHI,0.036835529676151404,
00-0023459,2017,GB,,
00-0023436,2017,KC,0.7605905036336689,-0.280177353925551
00-0027939,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0029604,2017,WAS,2.0392778280393005,0.11665627125082212
00-0026498,2017,DET,1.4530356858441111,0.3165525827280593
00-0022942,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0022924,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0033077,2017,DAL,2.278959262982055,
00-0033106,2017,LA,-3.4265313181234527,-2.914443695134588
00-0021206,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0019596,2017,NE,3.3998836058060076,0.7271941274924658
00-0031503,2017,TB,0.9954429235398363,-0.21656439846511155
00-0021429,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0020531,2017,NO,2.324538482085392,0.09067668791068728
00-0031345,2017,SF,,
00-0028986,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0028118,2017,BUF,1.321119057021646,-0.6017477114141254
00-0031280,2017,LV,1.6194335822149855,0.9665312627172925
00-0027973,2017,CIN,1.153979835759384,-1.49543692566845
00-0031407,2017,JAX,0.25678640321248786,-1.009543388678199
00-0033119,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0033936,2017,SF,,
00-0026143,2017,ATL,3.351393769792915,2.440475496415944
00-0022803,2017,NYG,0.049306759691016756,-1.325353603817184
00-0032268,2017,TEN,1.4330893893451222,0.654508586507823
00-0027948,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0023682,2017,TB,0.9954429235398363,-0.21656439846511155
00-0033899,2017,CLE,,
00-0026158,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0032156,2017,DEN,0.22155909192990753,
00-0029682,2017,DEN,0.22155909192990753,
00-0024226,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0031589,2017,GB,,
00-0033869,2017,CHI,,
00-0025708,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0025430,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0028090,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0032784,2017,CLE,,
00-0030520,2017,CHI,,
00-0031064,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0031568,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0026625,2017,NE,3.3998836058060076,0.7271941274924658
00-0029567,2017,PHI,0.036835529676151404,
00-0030524,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0033958,2017,BUF,1.321119057021646,-0.6017477114141254
00-0027796,2017,BUF,1.321119057021646,-0.6017477114141254
00-0032245,2017,LA,-3.4265313181234527,-2.914443695134588
00-0033104,2017,CLE,,
00-0031288,2017,CIN,1.153979835759384,-1.49543692566845
00-0023645,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0028957,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0024264,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0022787,2017,,,
00-0023662,2017,TEN,1.4330893893451222,0.654508586507823
00-0026197,2017,JAX,0.25678640321248786,-1.009543388678199
00-0026300,2017,,,
00-0026544,2017,NO,2.324538482085392,0.09067668791068728
00-0026898,2017,,,
00-0027688,2017,,,
00-0027854,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0028012,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0028595,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0029623,2017,,,
00-0029665,2017,,,
00-0029668,2017,,,
00-0029677,2017,,,
00-0029701,2017,,,
00-0030151,2017,KC,0.7605905036336689,-0.280177353925551
00-0030526,2017,LV,1.6194335822149855,0.9665312627172925
00-0030533,2017,,,
00-0030565,2017,NYG,0.049306759691016756,-1.325353603817184
00-0031076,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0031237,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0031800,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0032431,2017,DET,1.4530356858441111,0.3165525827280593
00-0032630,2017,GB,,
00-0032792,2017,PHI,0.036835529676151404,
00-0033108,2017,DEN,0.22155909192990753,
00-0033662,2017,DAL,2.278959262982055,
00-0033873,2017,KC,0.7605905036336689,-0.280177353925551
00-0032241,2017,LA,-3.4265313181234527,-2.914443695134588
00-0033045,2017,DAL,2.278959262982055,
00-0030496,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0032144,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0033923,2017,KC,0.7605905036336689,-0.280177353925551
00-0033906,2017,NO,2.324538482085392,0.09067668791068728
00-0033893,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0027966,2017,NO,2.324538482085392,0.09067668791068728
00-0027029,2017,BUF,1.321119057021646,-0.6017477114141254
00-0033856,2017,JAX,0.25678640321248786,-1.009543388678199
00-0031045,2017,SF,,
00-0032780,2017,CHI,,
00-0031285,2017,ATL,3.351393769792915,2.440475496415944
00-0031102,2017,WAS,2.0392778280393005,0.11665627125082212
00-0032257,2017,CLE,,
00-0033280,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0029615,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0032426,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0025399,2017,LV,1.6194335822149855,0.9665312627172925
00-0028009,2017,TEN,1.4330893893451222,0.654508586507823
00-0029854,2017,DEN,0.22155909192990753,
00-0023500,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0028087,2017,NE,3.3998836058060076,0.7271941274924658
00-0030288,2017,NE,3.3998836058060076,0.7271941274924658
00-0033948,2017,GB,,
00-0032058,2017,ATL,3.351393769792915,2.440475496415944
00-0030404,2017,WAS,2.0392778280393005,0.11665627125082212
00-0033594,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0033897,2017,CIN,1.153979835759384,-1.49543692566845
00-0031577,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0028064,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0030860,2017,NYG,0.049306759691016756,-1.325353603817184
00-0026184,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0031376,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0033118,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0030513,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0030456,2017,CIN,1.153979835759384,-1.49543692566845
00-0030656,2017,CLE,,
00-0032104,2017,DET,1.4530356858441111,0.3165525827280593
00-0030107,2017,DET,1.4530356858441111,0.3165525827280593
00-0033556,2017,CHI,,
00-0030433,2017,NE,3.3998836058060076,0.7271941274924658
00-0033293,2017,GB,,
00-0033526,2017,WAS,2.0392778280393005,0.11665627125082212
00-0032063,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0025394,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0031590,2017,PHI,0.036835529676151404,
00-0032764,2017,TEN,1.4330893893451222,0.654508586507823
00-0033699,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0026153,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0033950,2017,NYG,0.049306759691016756,-1.325353603817184
00-0033951,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0029613,2017,TB,0.9954429235398363,-0.21656439846511155
00-0031062,2017,NE,3.3998836058060076,0.7271941274924658
00-0033748,2017,DET,1.4530356858441111,0.3165525827280593
00-0032602,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0032209,2017,JAX,0.25678640321248786,-1.009543388678199
00-0032741,2017,TB,0.9954429235398363,-0.21656439846511155
00-0032371,2017,WAS,2.0392778280393005,0.11665627125082212
00-0032972,2017,DEN,0.22155909192990753,
00-0033308,2017,SF,,
00-0030287,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0023564,2017,PHI,0.036835529676151404,
00-0031900,2017,DAL,2.278959262982055,
00-0027325,2017,PHI,0.036835529676151404,
00-0031375,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0033925,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0026019,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0031075,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0032782,2017,PHI,0.036835529676151404,
00-0027531,2017,JAX,0.25678640321248786,-1.009543388678199
00-0029141,2017,DAL,2.278959262982055,
00-0033725,2017,PHI,0.036835529676151404,
00-0033025,2017,LV,1.6194335822149855,0.9665312627172925
00-0033295,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0026164,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0032940,2017,LV,1.6194335822149855,0.9665312627172925
00-0030874,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0030578,2017,LV,1.6194335822149855,0.9665312627172925
00-0030668,2017,KC,0.7605905036336689,-0.280177353925551
00-0026213,2017,DEN,0.22155909192990753,
00-0030117,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0029004,2017,LA,-3.4265313181234527,-2.914443695134588
00-0031806,2017,LA,-3.4265313181234527,-2.914443695134588
00-0027994,2017,NYG,0.049306759691016756,-1.325353603817184
00-0031731,2017,JAX,0.25678640321248786,-1.009543388678199
00-0029205,2017,BUF,1.321119057021646,-0.6017477114141254
00-0029273,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0031390,2017,TB,0.9954429235398363,-0.21656439846511155
00-0032577,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0029795,2017,CHI,,
00-0032964,2017,WAS,2.0392778280393005,0.11665627125082212
00-0028083,2017,TB,0.9954429235398363,-0.21656439846511155
00-0030485,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0032393,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0033567,2017,CIN,1.153979835759384,-1.49543692566845
00-0031599,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0029384,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0031682,2017,ATL,3.351393769792915,2.440475496415944
00-0031897,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0032404,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0032417,2017,NYG,0.049306759691016756,-1.325353603817184
00-0031301,2017,CIN,1.153979835759384,-1.49543692566845
00-0031277,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0029239,2017,NE,3.3998836058060076,0.7271941274924658
00-0030465,2017,PHI,0.036835529676151404,
00-0029492,2017,LV,1.6194335822149855,0.9665312627172925
00-0032450,2017,DET,1.4530356858441111,0.3165525827280593
00-0031209,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0032377,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0029731,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0033553,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0031665,2017,DET,1.4530356858441111,0.3165525827280593
00-0031332,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0031743,2017,KC,0.7605905036336689,-0.280177353925551
00-0032130,2017,TEN,1.4330893893451222,0.654508586507823
00-0033596,2017,CLE,,
00-0028581,2017,BUF,1.321119057021646,-0.6017477114141254
00-0030711,2017,TEN,1.4330893893451222,0.654508586507823
00-0032794,2017,CLE,,
00-0031687,2017,SF,,
00-0031793,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0028121,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0033296,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0026144,2017,DAL,2.278959262982055,
00-0027861,2017,KC,0.7605905036336689,-0.280177353925551
00-0028011,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0028063,2017,BUF,1.321119057021646,-0.6017477114141254
00-0030414,2017,,,
00-0030432,2017,,,
00-0031055,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0031569,2017,,,
00-0031939,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0031959,2017,BUF,1.321119057021646,-0.6017477114141254
00-0032048,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0032187,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0032298,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0032411,2017,,,
00-0032593,2017,,,
00-0032804,2017,NO,2.324538482085392,0.09067668791068728
00-0032975,2017,,,
00-0033164,2017,,,
00-0033304,2017,GB,,
00-0033384,2017,WAS,2.0392778280393005,0.11665627125082212
00-0033413,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0033581,2017,DEN,0.22155909192990753,
00-0033760,2017,LA,-3.4265313181234527,-2.914443695134588
00-0033838,2017,NO,2.324538482085392,0.09067668791068728
00-0033955,2017,SF,,
00-0030506,2017,KC,0.7605905036336689,-0.280177353925551
00-0027656,2017,NE,3.3998836058060076,0.7271941274924658
00-0030061,2017,PHI,0.036835529676151404,
00-0033881,2017,NYG,0.049306759691016756,-1.325353603817184
00-0027696,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0030181,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0030472,2017,WAS,2.0392778280393005,0.11665627125082212
00-0024389,2017,TEN,1.4330893893451222,0.654508586507823
00-0033090,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0031273,2017,TB,0.9954429235398363,-0.21656439846511155
00-0022127,2017,DAL,2.278959262982055,
00-0027981,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0022943,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0031387,2017,DET,1.4530356858441111,0.3165525827280593
00-0027061,2017,LV,1.6194335822149855,0.9665312627172925
00-0028112,2017,BUF,1.321119057021646,-0.6017477114141254
00-0032214,2017,CIN,1.153979835759384,-1.49543692566845
00-0033879,2017,TB,0.9954429235398363,-0.21656439846511155
00-0024221,2017,WAS,2.0392778280393005,0.11665627125082212
00-0031418,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0027125,2017,CHI,,
00-0033288,2017,SF,,
00-0028067,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0033611,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0032392,2017,ATL,3.351393769792915,2.440475496415944
00-0033885,2017,CLE,,
00-0026201,2017,NE,3.3998836058060076,0.7271941274924658
00-0029697,2017,NO,2.324538482085392,0.09067668791068728
00-0032135,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0031299,2017,BUF,1.321119057021646,-0.6017477114141254
00-0027873,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0030108,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0028903,2017,SF,,
00-0025418,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0031609,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0021547,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0024243,2017,JAX,0.25678640321248786,-1.009543388678199
00-0031302,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0027675,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0030710,2017,PHI,0.036835529676151404,
00-0033080,2017,CLE,,
00-0032725,2017,HOU,-2.3291234700748613,-2.6436256634349347
00-0032117,2017,BUF,1.321119057021646,-0.6017477114141254
00-0029587,2017,NYG,0.049306759691016756,-1.325353603817184
00-0030089,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0030470,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0033110,2017,LA,-3.4265313181234527,-2.914443695134588
00-0033896,2017,CHI,,
00-0029738,2017,DET,1.4530356858441111,0.3165525827280593
00-0033895,2017,LA,-3.4265313181234527,-2.914443695134588
00-0031598,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0030422,2017,CHI,,
00-0027985,2017,GB,,
00-0030155,2017,KC,0.7605905036336689,-0.280177353925551
00-0032227,2017,DEN,0.22155909192990753,
00-0032098,2017,CHI,,
00-0033858,2017,TEN,1.4330893893451222,0.654508586507823
00-0028142,2017,DEN,0.22155909192990753,
00-0033043,2017,DEN,0.22155909192990753,
00-0032004,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0031558,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0031384,2017,GB,,
00-0031044,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0032394,2017,SEA,1.1321424742134285,-1.7662740894400555
00-0031690,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0031951,2017,JAX,0.25678640321248786,-1.009543388678199
00-0032134,2017,CIN,1.153979835759384,-1.49543692566845
00-0030443,2017,ATL,3.351393769792915,2.440475496415944
00-0024268,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0025549,2017,PHI,0.036835529676151404,
00-0029793,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0031260,2017,BUF,1.321119057021646,-0.6017477114141254
00-0032430,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0030216,2017,NO,2.324538482085392,0.09067668791068728
00-0028093,2017,WAS,2.0392778280393005,0.11665627125082212
00-0032120,2017,NYJ,-1.4314845048999945,-2.975596365146838
00-0029414,2017,KC,0.7605905036336689,-0.280177353925551
00-0029634,2017,DAL,2.278959262982055,
00-0032745,2017,TB,0.9954429235398363,-0.21656439846511155
00-0032188,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0029689,2017,NE,3.3998836058060076,0.7271941274924658
00-0032256,2017,LV,1.6194335822149855,0.9665312627172925
00-0027732,2017,NO,2.324538482085392,0.09067668791068728
00-0032429,2017,NYG,0.049306759691016756,-1.325353603817184
00-0033315,2017,SF,,
00-0028987,2017,TEN,1.4330893893451222,0.654508586507823
00-0028042,2017,TEN,1.4330893893451222,0.654508586507823
00-0031035,2017,PIT,1.7715440415865815,-0.46447161908975754
00-0033528,2017,WAS,2.0392778280393005,0.11665627125082212
00-0029119,2017,LA,-3.4265313181234527,-2.914443695134588
00-0032319,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0028097,2017,LV,1.6194335822149855,0.9665312627172925
00-0029740,2017,ARI,0.8308065789649437,-1.8866726018662525
00-0033559,2017,DET,1.4530356858441111,0.3165525827280593
00-0029391,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0033421,2017,TB,0.9954429235398363,-0.21656439846511155
00-0032139,2017,JAX,0.25678640321248786,-1.009543388678199
00-0033387,2017,NE,3.3998836058060076,0.7271941274924658
00-0032062,2017,MIN,-1.07121932071212,-1.1934349050294357
00-0033258,2017,IND,-1.6726559114213497,-2.5542069507613436
00-0031533,2017,CLE,,
00-0033095,2017,NO,2.324538482085392,0.09067668791068728
00-0032141,2017,DAL,2.278959262982055,
00-0030780,2017,CIN,1.153979835759384,-1.49543692566845
00-0029878,2017,MIA,-1.8391293491155967,-2.325954392442528
00-0027321,2017,LAC,0.9918403421458919,-0.3969913299933283
00-0031484,2017,CAR,0.42096261772630117,-2.6522384191123862
00-0027215,2017,SF,,
00-0029091,2017,CHI,,
00-0031744,2017,NYG,0.049306759691016756,-1.325353603817184
00-0033117,2017,BAL,0.13571395676020362,-0.46549119902344904
00-0033338,2017,CIN,1.153979835759384,-1.49543692566845
00-0033576,2017,ATL,3.351393769792915,2.440475496415944
00-0027139,2017,NO,2.324538482085392,0.09067668791068728
00-0030549,2017,CIN,1.153979835759384,-1.49543692566845
00-0030854,2017,,,
