Position,Name,Salary,TeamAbbrev,AvgPointsPerGame,Game Info
TE,Eric Tomlinson,3000,LAC,1.47,LAC@PIT 2025-11-09 01:00PM ET
TE,John FitzPatrick,3000,GB,1.42,GB@PHI 2025-11-09 01:00PM ET
TE,Zaire Mitchell-Paden,3000,BAL,1.41,BAL@MIN 2025-11-09 01:00PM ET
TE,Foster Moreau,3000,NO,1.4,NO@CAR 2025-11-09 01:00PM ET
TE,Elijah Arroyo,3000,SEA,1.39,SEA@ARI 2025-11-09 01:00PM ET
TE,Charlie Woerner,3000,ATL,1.38,ATL@IND 2025-11-09 01:00PM ET
TE,Justin Shorter,3000,LV,1.37,LV@DEN 2025-11-09 01:00PM ET
TE,Luke Farrell,3000,SF,1.36,SF@LA 2025-11-09 01:00PM ET
TE,Will Dissly,3000,LAC,1.35,LAC@PIT 2025-11-09 01:00PM ET
TE,Jack Stoll,3000,NO,1.35,NO@CAR 2025-11-09 01:00PM ET
TE,Teagan Quitoriano,3000,ATL,1.33,ATL@IND 2025-11-09 01:00PM ET
TE,Jaheim Bell,3000,NE,1.32,NE@TB 2025-11-09 01:00PM ET
TE,Ross Dwelley,3000,DET,1.3,DET@WAS 2025-11-09 01:00PM ET
TE,Quintin Morris,2900,JAX,1.1,JAX@HOU 2025-11-09 01:00PM ET
TE,Geoff Swaim,2900,CLE,1.1,CLE@NYJ 2025-11-09 01:00PM ET
TE,Tip Reiman,2800,ARI,1.02,ARI@SEA 2025-11-09 01:00PM ET
TE,Kenny Yeboah,2800,NYJ,0.99,NYJ@CLE 2025-11-09 01:00PM ET
TE,Marcedes Lewis,2800,CHI,0.97,CHI@NYG 2025-11-09 01:00PM ET
TE,Chris Manhertz,2700,NYG,0.86,NYG@CHI 2025-11-09 01:00PM ET
TE,Keleki Latu,2700,BUF,0.85,BUF@MIA 2025-11-09 01:00PM ET
TE,Ko Kieft,2700,TB,0.83,TB@NE 2025-11-09 01:00PM ET
TE,Pharaoh Brown,2700,ARI,0.82,ARI@SEA 2025-11-09 01:00PM ET
TE,Brayden Willis,2700,SF,0.82,SF@LA 2025-11-09 01:00PM ET
TE,Gerald Everett,2700,CHI,0.81,CHI@NYG 2025-11-09 01:00PM ET
TE,Feleipe Franks,2700,ATL,0.81,ATL@IND 2025-11-09 01:00PM ET
TE,Payne Durham,2700,TB,0.79,TB@NE 2025-11-09 01:00PM ET
TE,Durham Smythe,2700,CHI,0.71,CHI@NYG 2025-11-09 01:00PM ET
TE,Eric Saubert,2600,SEA,0.64,SEA@ARI 2025-11-09 01:00PM ET
TE,Stone Smartt,2600,NYJ,0.61,NYJ@CLE 2025-11-09 01:00PM ET
TE,Jack Westover,2500,NE,0.45,NE@TB 2025-11-09 01:00PM ET
TE,Blake Whiteheart,2500,CLE,0.39,CLE@NYJ 2025-11-09 01:00PM ET
TE,Nikola Kalinic,2500,CHI,0.37,CHI@NYG 2025-11-09 01:00PM ET
WR,Puka Nacua,8800,LA,16.35,LA@SF 2025-11-09 01:00PM ET
WR,Amon-Ra St. Brown,7900,DET,13.52,DET@WAS 2025-11-09 01:00PM ET
WR,Jakobi Meyers,7700,JAX,12.89,JAX@HOU 2025-11-09 01:00PM ET
WR,Davante Adams,7200,LA,11.59,LA@SF 2025-11-09 01:00PM ET
WR,Zay Flowers,7200,BAL,11.37,BAL@MIN 2025-11-09 01:00PM ET
WR,Jameson Williams,7200,DET,11.33,DET@WAS 2025-11-09 01:00PM ET
WR,Garrett Wilson,7000,NYJ,10.83,NYJ@CLE 2025-11-09 01:00PM ET
WR,Courtland Sutton,6900,DEN,10.63,DEN@LV 2025-11-09 01:00PM ET
WR,DK Metcalf,6900,PIT,10.44,PIT@LAC 2025-11-09 01:00PM ET
WR,Justin Jefferson,6900,MIN,10.4,MIN@BAL 2025-11-09 01:00PM ET
WR,Wan'Dale Robinson,6800,NYG,10.32,NYG@CHI 2025-11-09 01:00PM ET
WR,Jaylen Waddle,6800,MIA,10.24,MIA@BUF 2025-11-09 01:00PM ET
WR,Drake London,6700,ATL,9.83,ATL@IND 2025-11-09 01:00PM ET
WR,A.J. Brown,6500,PHI,9.41,PHI@GB 2025-11-09 01:00PM ET
WR,Jaxon Smith-Njigba,6500,SEA,9.32,SEA@ARI 2025-11-09 01:00PM ET
WR,Chris Olave,6500,NO,9.23,NO@CAR 2025-11-09 01:00PM ET
WR,DeVonta Smith,6300,PHI,8.67,PHI@GB 2025-11-09 01:00PM ET
WR,Malik Nabers,6200,NYG,8.39,NYG@CHI 2025-11-09 01:00PM ET
WR,Michael Wilson,6200,ARI,8.33,ARI@SEA 2025-11-09 01:00PM ET
WR,Nico Collins,6200,HOU,8.3,HOU@JAX 2025-11-09 01:00PM ET
WR,Brandon Aiyuk,6100,SF,8.13,SF@LA 2025-11-09 01:00PM ET
WR,Tank Dell,6100,HOU,8.09,HOU@JAX 2025-11-09 01:00PM ET
WR,Christian Watson,6100,GB,8.08,GB@PHI 2025-11-09 01:00PM ET
WR,Michael Pittman,6000,IND,7.85,IND@ATL 2025-11-09 01:00PM ET
WR,DJ Moore,6000,CHI,7.84,CHI@NYG 2025-11-09 01:00PM ET
WR,Mike Evans,6000,TB,7.77,TB@NE 2025-11-09 01:00PM ET
WR,Stefon Diggs,6000,NE,7.68,NE@TB 2025-11-09 01:00PM ET
WR,Marvin Harrison Jr.,5900,ARI,7.55,ARI@SEA 2025-11-09 01:00PM ET
WR,Tre Tucker,5900,LV,7.52,LV@DEN 2025-11-09 01:00PM ET
WR,Deebo Samuel Sr.,5900,WAS,7.45,WAS@DET 2025-11-09 01:00PM ET
WR,Jauan Jennings,5800,SF,7.24,SF@LA 2025-11-09 01:00PM ET
WR,Tyreek Hill,5800,MIA,7.07,MIA@BUF 2025-11-09 01:00PM ET
WR,Adonai Mitchell,5800,NYJ,7.04,NYJ@CLE 2025-11-09 01:00PM ET
WR,Jalen McMillan,5700,TB,6.94,TB@NE 2025-11-09 01:00PM ET
WR,Tetairoa McMillan,5700,CAR,6.81,CAR@NO 2025-11-09 01:00PM ET
WR,Troy Franklin,5600,DEN,6.71,DEN@LV 2025-11-09 01:00PM ET
WR,Jalen Coker,5600,CAR,6.68,CAR@NO 2025-11-09 01:00PM ET
WR,Ladd McConkey,5600,LAC,6.68,LAC@PIT 2025-11-09 01:00PM ET
WR,Amari Cooper,5600,BUF,6.66,BUF@MIA 2025-11-09 01:00PM ET
WR,Alec Pierce,5600,IND,6.6,IND@ATL 2025-11-09 01:00PM ET
WR,Parker Washington,5600,JAX,6.56,JAX@HOU 2025-11-09 01:00PM ET
WR,Emeka Egbuka,5600,TB,6.56,TB@NE 2025-11-09 01:00PM ET
WR,Luther Burden III,5600,CHI,6.48,CHI@NYG 2025-11-09 01:00PM ET
WR,Keon Coleman,5600,BUF,6.47,BUF@MIA 2025-11-09 01:00PM ET
WR,Dontayvion Wicks,5500,GB,6.41,GB@PHI 2025-11-09 01:00PM ET
WR,Mack Hollins,5500,NE,6.4,NE@TB 2025-11-09 01:00PM ET
WR,Rome Odunze,5500,CHI,6.3,CHI@NYG 2025-11-09 01:00PM ET
WR,Jordan Addison,5400,MIN,5.86,MIN@BAL 2025-11-09 01:00PM ET
WR,Cooper Kupp,5300,SEA,5.79,SEA@ARI 2025-11-09 01:00PM ET
WR,Rashid Shaheed,5300,SEA,5.78,SEA@ARI 2025-11-09 01:00PM ET
WR,Pat Bryant,5300,DEN,5.78,DEN@LV 2025-11-09 01:00PM ET
WR,Josh Downs,5300,IND,5.7,IND@ATL 2025-11-09 01:00PM ET
WR,Khalil Shakir,5300,BUF,5.6,BUF@MIA 2025-11-09 01:00PM ET
WR,Jerry Jeudy,5300,CLE,5.59,CLE@NYJ 2025-11-09 01:00PM ET
WR,Keenan Allen,5300,LAC,5.56,LAC@PIT 2025-11-09 01:00PM ET
WR,David Sills,5200,ATL,5.23,ATL@IND 2025-11-09 01:00PM ET
WR,Devaughn Vele,5200,NO,5.2,NO@CAR 2025-11-09 01:00PM ET
WR,Darnell Mooney,5200,ATL,5.19,ATL@IND 2025-11-09 01:00PM ET
WR,Jayden Reed,5100,GB,5.1,GB@PHI 2025-11-09 01:00PM ET
WR,Theo Wease Jr.,5100,MIA,5.1,MIA@BUF 2025-11-09 01:00PM ET
WR,Tory Horton,5100,SEA,4.94,SEA@ARI 2025-11-09 01:00PM ET
WR,Christian Kirk,5100,HOU,4.93,HOU@JAX 2025-11-09 01:00PM ET
WR,Darius Slayton,5100,NYG,4.93,NYG@CHI 2025-11-09 01:00PM ET
WR,John Metchie III,5100,NYJ,4.9,NYJ@CLE 2025-11-09 01:00PM ET
WR,Sterling Shepard,5000,TB,4.8,TB@NE 2025-11-09 01:00PM ET
WR,Romeo Doubs,5000,GB,4.68,GB@PHI 2025-11-09 01:00PM ET
WR,DJ Chark,5000,LAC,4.61,LAC@PIT 2025-11-09 01:00PM ET
WR,Tre Harris,5000,LAC,4.6,LAC@PIT 2025-11-09 01:00PM ET
WR,Noah Brown,5000,WAS,4.58,WAS@DET 2025-11-09 01:00PM ET
WR,Diontae Johnson,5000,BAL,4.58,BAL@MIN 2025-11-09 01:00PM ET
WR,Malik Washington,4900,MIA,4.48,MIA@BUF 2025-11-09 01:00PM ET
WR,Chris Moore,4900,WAS,4.47,WAS@DET 2025-11-09 01:00PM ET
WR,Roman Wilson,4900,PIT,4.28,PIT@LAC 2025-11-09 01:00PM ET
WR,Gabe Davis,4800,BUF,4.23,BUF@MIA 2025-11-09 01:00PM ET
WR,Tyrell Shavers,4800,BUF,4.18,BUF@MIA 2025-11-09 01:00PM ET
WR,Alex Erickson,4800,NE,4.06,NE@TB 2025-11-09 01:00PM ET
WR,Quentin Johnston,4800,LAC,4.06,LAC@PIT 2025-11-09 01:00PM ET
WR,Greg Dortch,4800,ARI,4.05,ARI@SEA 2025-11-09 01:00PM ET
WR,Zay Jones,4800,ARI,4.05,ARI@SEA 2025-11-09 01:00PM ET
WR,Lil'Jordan Humphrey,4800,DEN,4.01,DEN@LV 2025-11-09 01:00PM ET
WR,Bub Means,4800,NO,4.01,NO@CAR 2025-11-09 01:00PM ET
WR,Tim Patrick,4700,JAX,3.9,JAX@HOU 2025-11-09 01:00PM ET
WR,Kalif Raymond,4700,DET,3.88,DET@WAS 2025-11-09 01:00PM ET
WR,Kayshon Boutte,4700,NE,3.86,NE@TB 2025-11-09 01:00PM ET
WR,Josh Palmer,4700,BUF,3.82,BUF@MIA 2025-11-09 01:00PM ET
WR,Tyler Johnson,4700,NYJ,3.81,NYJ@CLE 2025-11-09 01:00PM ET
WR,Jalen Nailor,4700,MIN,3.8,MIN@BAL 2025-11-09 01:00PM ET
WR,DJ Turner,4700,LV,3.79,LV@DEN 2025-11-09 01:00PM ET
WR,Olamide Zaccheaus,4700,CHI,3.72,CHI@NYG 2025-11-09 01:00PM ET
WR,Travis Hunter,4700,JAX,3.72,JAX@HOU 2025-11-09 01:00PM ET
WR,Demarcus Robinson,4700,SF,3.71,SF@LA 2025-11-09 01:00PM ET
WR,Dyami Brown,4700,JAX,3.71,JAX@HOU 2025-11-09 01:00PM ET
WR,Isaac TeSlaa,4700,DET,3.69,DET@WAS 2025-11-09 01:00PM ET
WR,Jayden Higgins,4600,HOU,3.65,HOU@JAX 2025-11-09 01:00PM ET
WR,Jack Bech,4600,LV,3.63,LV@DEN 2025-11-09 01:00PM ET
WR,Justin Watson,4600,HOU,3.62,HOU@JAX 2025-11-09 01:00PM ET
WR,Curtis Samuel,4600,BUF,3.6,BUF@MIA 2025-11-09 01:00PM ET
WR,Isaiah Hodgins,4600,NYG,3.58,NYG@CHI 2025-11-09 01:00PM ET
WR,Tutu Atwell,4600,LA,3.55,LA@SF 2025-11-09 01:00PM ET
WR,Treylon Burks,4600,WAS,3.48,WAS@DET 2025-11-09 01:00PM ET
WR,Nelson Agholor,4600,BAL,3.46,BAL@MIN 2025-11-09 01:00PM ET
WR,Ray-Ray McCloud,4600,NYG,3.45,NYG@CHI 2025-11-09 01:00PM ET
WR,Hunter Renfrow,4600,CAR,3.43,CAR@NO 2025-11-09 01:00PM ET
WR,Mike Williams,4600,PIT,3.43,PIT@LAC 2025-11-09 01:00PM ET
WR,Casey Washington,4600,ATL,3.4,ATL@IND 2025-11-09 01:00PM ET
WR,Matthew Golden,4600,GB,3.39,GB@PHI 2025-11-09 01:00PM ET
WR,Isaiah Williams,4600,NYJ,3.37,NYJ@CLE 2025-11-09 01:00PM ET
WR,Tay Martin,4500,WAS,3.35,WAS@DET 2025-11-09 01:00PM ET
WR,Luke McCaffrey,4500,WAS,3.32,WAS@DET 2025-11-09 01:00PM ET
WR,Brandin Cooks,4500,BUF,3.31,BUF@MIA 2025-11-09 01:00PM ET
WR,Dylan Drummond,4500,ATL,3.31,ATL@IND 2025-11-09 01:00PM ET
WR,Jalen Reagor,4500,LAC,3.28,LAC@PIT 2025-11-09 01:00PM ET
WR,Robert Woods,4500,HOU,3.26,HOU@JAX 2025-11-09 01:00PM ET
WR,Marquez Valdes-Scantling,4500,PIT,3.26,PIT@LAC 2025-11-09 01:00PM ET
WR,Tyler Lockett,4500,LV,3.2,LV@DEN 2025-11-09 01:00PM ET
WR,Tyler Scott,4500,CHI,3.15,CHI@NYG 2025-11-09 01:00PM ET
WR,K.J. Osborn,4500,NE,3.06,NE@TB 2025-11-09 01:00PM ET
WR,Jalin Hyatt,4500,NYG,3.06,NYG@CHI 2025-11-09 01:00PM ET
WR,DeAndre Hopkins,4500,BAL,3.05,BAL@MIN 2025-11-09 01:00PM ET
WR,Dont'e Thornton Jr.,4500,LV,3.05,LV@DEN 2025-11-09 01:00PM ET
WR,Xavier Legette,4400,CAR,3.03,CAR@NO 2025-11-09 01:00PM ET
WR,Malik Turner,4400,SF,3.0,SF@LA 2025-11-09 01:00PM ET
WR,DeMario Douglas,4400,NE,2.98,NE@TB 2025-11-09 01:00PM ET
WR,Kendrick Bourne,4400,SF,2.95,SF@LA 2025-11-09 01:00PM ET
WR,Josh Reynolds,4400,NYJ,2.94,NYJ@CLE 2025-11-09 01:00PM ET
WR,Xavier Hutchinson,4400,HOU,2.93,HOU@JAX 2025-11-09 01:00PM ET
WR,Parris Campbell,4400,PHI,2.92,PHI@GB 2025-11-09 01:00PM ET
WR,Adam Thielen,4400,PIT,2.75,PIT@LAC 2025-11-09 01:00PM ET
WR,Elijah Moore,4300,BUF,2.73,BUF@MIA 2025-11-09 01:00PM ET
WR,Odell Beckham Jr.,4300,MIA,2.64,MIA@BUF 2025-11-09 01:00PM ET
WR,Kyle Williams,4300,NE,2.59,NE@TB 2025-11-09 01:00PM ET
WR,Rashod Bateman,4300,BAL,2.58,BAL@MIN 2025-11-09 01:00PM ET
WR,David Moore,4300,CAR,2.57,CAR@NO 2025-11-09 01:00PM ET
WR,Braxton Berrios,4300,HOU,2.55,HOU@JAX 2025-11-09 01:00PM ET
WR,Jalen Brooks,4300,ARI,2.54,ARI@SEA 2025-11-09 01:00PM ET
WR,Nick Westbrook-Ikhine,4300,MIA,2.52,MIA@BUF 2025-11-09 01:00PM ET
WR,Ainias Smith,4300,PHI,2.48,PHI@GB 2025-11-09 01:00PM ET
WR,Zach Pascal,4300,ARI,2.46,ARI@SEA 2025-11-09 01:00PM ET
WR,Austin Trammell,4300,JAX,2.46,JAX@HOU 2025-11-09 01:00PM ET
WR,Kevin Austin Jr.,4300,NO,2.44,NO@CAR 2025-11-09 01:00PM ET
WR,Jahan Dotson,4200,PHI,2.43,PHI@GB 2025-11-09 01:00PM ET
WR,Chris Conley,4200,SF,2.42,SF@LA 2025-11-09 01:00PM ET
WR,Calvin Austin III,4200,PIT,2.37,PIT@LAC 2025-11-09 01:00PM ET
WR,Johnny Wilson,4200,PHI,2.37,PHI@GB 2025-11-09 01:00PM ET
WR,Xavier Weaver,4200,ARI,2.37,ARI@SEA 2025-11-09 01:00PM ET
WR,Mecole Hardman,4200,BUF,2.34,BUF@MIA 2025-11-09 01:00PM ET
WR,Ronnie Bell,4200,NO,2.33,NO@CAR 2025-11-09 01:00PM ET
WR,Jamari Thrash,4200,CLE,2.27,CLE@NYJ 2025-11-09 01:00PM ET
WR,Allen Robinson,4200,DET,2.25,DET@WAS 2025-11-09 01:00PM ET
WR,Tez Johnson,4200,TB,2.25,TB@NE 2025-11-09 01:00PM ET
WR,Devontez Walker,4200,BAL,2.23,BAL@MIN 2025-11-09 01:00PM ET
WR,Kadarius Toney,4200,CLE,2.22,CLE@NYJ 2025-11-09 01:00PM ET
WR,Savion Williams,4200,GB,2.19,GB@PHI 2025-11-09 01:00PM ET
WR,KeAndre Lambert-Smith,4200,LAC,2.17,LAC@PIT 2025-11-09 01:00PM ET
WR,Trent Sherfield,4200,DEN,2.13,DEN@LV 2025-11-09 01:00PM ET
WR,Allen Lazard,4200,NYJ,2.13,NYJ@CLE 2025-11-09 01:00PM ET
WR,Cody White,4200,SEA,2.13,SEA@ARI 2025-11-09 01:00PM ET
WR,Darius Cooper,4200,PHI,2.13,PHI@GB 2025-11-09 01:00PM ET
WR,Ramel Keyton,4100,LV,2.12,LV@DEN 2025-11-09 01:00PM ET
WR,KhaDarel Hodge,4100,ATL,2.07,ATL@IND 2025-11-09 01:00PM ET
WR,Arian Smith,4100,NYJ,2.03,NYJ@CLE 2025-11-09 01:00PM ET
WR,Cedric Tillman,4100,CLE,2.02,CLE@NYJ 2025-11-09 01:00PM ET
WR,Cedrick Wilson Jr.,4100,MIA,2.0,MIA@BUF 2025-11-09 01:00PM ET
WR,Mason Tipton,4100,NO,2.0,NO@CAR 2025-11-09 01:00PM ET
WR,Jamison Crowder,4100,WAS,1.95,WAS@DET 2025-11-09 01:00PM ET
WR,Xavier Smith,4100,LA,1.93,LA@SF 2025-11-09 01:00PM ET
WR,Mike Woods,4100,CLE,1.91,CLE@NYJ 2025-11-09 01:00PM ET
WR,Malik Heath,4100,GB,1.91,GB@PHI 2025-11-09 01:00PM ET
WR,Konata Mumpfield,4100,LA,1.89,LA@SF 2025-11-09 01:00PM ET
WR,Shedrick Jackson,4100,LV,1.88,LV@DEN 2025-11-09 01:00PM ET
WR,Robbie Chosen,4100,WAS,1.87,WAS@DET 2025-11-09 01:00PM ET
WR,Terrace Marshall Jr.,4100,LV,1.84,LV@DEN 2025-11-09 01:00PM ET
WR,Jaylin Lane,4100,WAS,1.84,WAS@DET 2025-11-09 01:00PM ET
WR,Skyy Moore,4100,SF,1.83,SF@LA 2025-11-09 01:00PM ET
WR,Derius Davis,4100,LAC,1.83,LAC@PIT 2025-11-09 01:00PM ET
WR,River Cracraft,4000,WAS,1.78,WAS@DET 2025-11-09 01:00PM ET
WR,Jaelon Darden,4000,SEA,1.77,SEA@ARI 2025-11-09 01:00PM ET
WR,Ashton Dulin,4000,IND,1.71,IND@ATL 2025-11-09 01:00PM ET
WR,Jaylin Noel,4000,HOU,1.67,HOU@JAX 2025-11-09 01:00PM ET
WR,Gage Larvadain,4000,CLE,1.65,CLE@NYJ 2025-11-09 01:00PM ET
WR,Rakim Jarrett,4000,TB,1.63,TB@NE 2025-11-09 01:00PM ET
WR,Laviska Shenault Jr.,4000,SEA,1.59,SEA@ARI 2025-11-09 01:00PM ET
WR,Trey Palmer,4000,TB,1.58,TB@NE 2025-11-09 01:00PM ET
WR,Michael Bandy,3900,DEN,1.5,DEN@LV 2025-11-09 01:00PM ET
WR,Deven Thompkins,3900,ATL,1.44,ATL@IND 2025-11-09 01:00PM ET
WR,Jordan Whittington,3900,LA,1.43,LA@SF 2025-11-09 01:00PM ET
WR,Brandon Powell,3900,MIN,1.41,MIN@BAL 2025-11-09 01:00PM ET
WR,Malachi Corley,3900,CLE,1.3,CLE@NYJ 2025-11-09 01:00PM ET
WR,Trent Taylor,3900,SF,1.22,SF@LA 2025-11-09 01:00PM ET
WR,Alex Bachman,3900,LV,1.22,LV@DEN 2025-11-09 01:00PM ET
WR,Deonte Harty,3800,BAL,1.19,BAL@MIN 2025-11-09 01:00PM ET
WR,Jacob Cowing,3800,SF,1.18,SF@LA 2025-11-09 01:00PM ET
WR,Dan Chisena,3800,CAR,1.17,CAR@NO 2025-11-09 01:00PM ET
WR,Jermaine Jackson,3800,NO,1.15,NO@CAR 2025-11-09 01:00PM ET
WR,Tim Jones,3800,JAX,1.08,JAX@HOU 2025-11-09 01:00PM ET
WR,Javon Baker,3800,NE,1.06,NE@TB 2025-11-09 01:00PM ET
WR,Steven Sims,3800,ARI,1.05,ARI@SEA 2025-11-09 01:00PM ET
WR,Tai Felton,3800,MIN,1.05,MIN@BAL 2025-11-09 01:00PM ET
WR,Ben Skowronek,3800,PIT,1.04,PIT@LAC 2025-11-09 01:00PM ET
WR,DeAndre Carter,3800,CLE,1.03,CLE@NYJ 2025-11-09 01:00PM ET
WR,Laquon Treadwell,3800,IND,0.99,IND@ATL 2025-11-09 01:00PM ET
WR,Myles Price,3800,MIN,0.99,MIN@BAL 2025-11-09 01:00PM ET
WR,Tom Kennedy,3800,DET,0.95,DET@WAS 2025-11-09 01:00PM ET
WR,Collin Johnson,3800,CHI,0.94,CHI@NYG 2025-11-09 01:00PM ET
WR,Kameron Johnson,3800,TB,0.94,TB@NE 2025-11-09 01:00PM ET
WR,Maurice Alexander,3800,DET,0.92,DET@WAS 2025-11-09 01:00PM ET
WR,Andre Baccellia,3700,ARI,0.88,ARI@SEA 2025-11-09 01:00PM ET
WR,Ihmir Smith-Marsette,3700,NYG,0.87,NYG@CHI 2025-11-09 01:00PM ET
WR,Ja'Lynn Polk,3700,NE,0.84,NE@TB 2025-11-09 01:00PM ET
WR,Jamal Agnew,3700,ATL,0.8,ATL@IND 2025-11-09 01:00PM ET
WR,Xavier Gipson,3700,PHI,0.76,PHI@GB 2025-11-09 01:00PM ET
WR,Dante Pettis,3700,NO,0.72,NO@CAR 2025-11-09 01:00PM ET
WR,Britain Covey,3700,PHI,0.72,PHI@GB 2025-11-09 01:00PM ET
WR,Devin Duvernay,3700,CHI,0.71,CHI@NYG 2025-11-09 01:00PM ET
WR,Jalen Virgil,3700,BUF,0.7,BUF@MIA 2025-11-09 01:00PM ET
WR,Ryan Miller,3700,TB,0.67,TB@NE 2025-11-09 01:00PM ET
WR,Efton Chism III,3700,NE,0.66,NE@TB 2025-11-09 01:00PM ET
WR,Gunner Olszewski,3700,NYG,0.65,NYG@CHI 2025-11-09 01:00PM ET
WR,Irvin Charles,3700,NYJ,0.62,NYJ@CLE 2025-11-09 01:00PM ET
WR,Dalen Cambre,3700,NYG,0.62,NYG@CHI 2025-11-09 01:00PM ET
WR,Tylan Wallace,3600,BAL,0.52,BAL@MIN 2025-11-09 01:00PM ET
WR,Bryce Ford-Wheaton,3600,NYG,0.48,NYG@CHI 2025-11-09 01:00PM ET
WR,LaJohntay Wester,3600,BAL,0.39,BAL@MIN 2025-11-09 01:00PM ET
WR,Jimmy Horn Jr.,3600,CAR,0.3,CAR@NO 2025-11-09 01:00PM ET
WR,Brycen Tremayne,3500,CAR,0.23,CAR@NO 2025-11-09 01:00PM ET
WR,Simi Fehoko,3500,ARI,0.14,ARI@SEA 2025-11-09 01:00PM ET
DST,ARI,2500,ARI,7.5,ARI DEF
DST,ATL,2600,ATL,7.7,ATL DEF
DST,BAL,2700,BAL,7.9,BAL DEF
DST,BUF,2800,BUF,8.1,BUF DEF
DST,CAR,2900,CAR,8.3,CAR DEF
DST,CHI,3000,CHI,8.5,CHI DEF
DST,CLE,3100,CLE,8.7,CLE DEF
DST,DEN,3200,DEN,8.9,DEN DEF
DST,DET,3300,DET,9.1,DET DEF
DST,GB,3400,GB,9.3,GB DEF
DST,HOU,3500,HOU,9.5,HOU DEF
DST,IND,3600,IND,9.7,IND DEF
DST,JAX,3700,JAX,9.9,JAX DEF
DST,LA,3800,LA,10.1,LA DEF
DST,LAC,3900,LAC,10.3,LAC DEF
DST,LV,4000,LV,10.5,LV DEF
DST,MIA,4100,MIA,10.7,MIA DEF
DST,MIN,4200,MIN,10.9,MIN DEF
DST,NE,4300,NE,11.1,NE DEF
DST,NO,4400,NO,11.3,NO DEF
DST,NYG,4500,NYG,11.5,NYG DEF
DST,NYJ,4600,NYJ,11.7,NYJ DEF
DST,PHI,4700,PHI,11.9,PHI DEF
DST,PIT,4800,PIT,12.1,PIT DEF
DST,SEA,4900,SEA,12.3,SEA DEF
DST,SF,5000,SF,12.5,SF DEF
DST,TB,5100,TB,12.7,TB DEF
DST,WAS,5200,WAS,12.9,WAS DEF
